ID,Job ID,Title,Severity,Description,CVE,CVSS Score,Remediation,Created At
3b90fe6d-9b21-42b0-9025-6a9ece64ff9b,9a19c29b-4c53-4603-83d1-adf1ccdd8a14,Identified 7 other technologies,info,"**OTHER**

- Allow
- Country (RESERVED)
- HTML5
- HTTPServer (cloudflare)
- IP (172.66.147.243)
- Title (Example Domain)
- UncommonHeaders (cf-cache-status,cf-ray)",,,Review exposed technologies for known vulnerabilities. Consider hiding version information.,2026-05-14T10:09:22.822913
ab7dd88b-b2c7-4545-bbe0-5f878b6891b0,9a19c29b-4c53-4603-83d1-adf1ccdd8a14,Web fingerprinting completed: 7 technologies identified,info,"WhatWeb identified 7 technologies on http://example.com:

- Other: 7 items",,,Review all identified technologies for security implications.,2026-05-14T10:09:22.822911
95b4bb28-82e7-4b01-aeae-5ec4ec8bdad1,4e843880-6262-4da6-be58-7f8d31d9fa4e,Discovered 22249 subdomains,info,"Subfinder discovered 22249 unique subdomains:

Sources breakdown:
- anubis: 22247 subdomains
- hackertarget: 1 subdomains
- crtsh: 1 subdomains

Subdomains:
- alexpigs860.example.com (via anubis)
- dr",,,Review discovered subdomains for unintended exposure or forgotten assets.,2026-05-14T09:55:53.979131
bd3b4eb0-e1b6-49a7-8b57-0baa9d065ecd,088241a3-8741-4325-8262-52e665b21d84,Valid credentials found (1),critical,Hydra successfully brute-forced 1 credential(s) on ftp. Weak passwords detected.,,,,2026-05-13T14:25:17.006972
d6fce455-0b53-442c-b269-6a6db262fa81,b84de3e8-6c75-4f64-8e6b-3d247748d705,OSINT reconnaissance completed,info,theHarvester found approximately 1 email addresses and other OSINT data. Check artifacts for details.,,,,2026-05-13T12:29:10.472953
8baf605e-37f9-4ab5-b757-1624c36564c6,cfd822d3-5d40-4903-9500-6b85905eb103,Potential SQL Injection detected on http://192.168.145.102/test_sqli.php?id=1,high,"SQLmap detected potential SQL injection vulnerabilities, but could not identify specific vulnerable parameters. Manual verification recommended.",,,Review application code for SQL injection vulnerabilities. Use parameterized queries and input validation.,2026-05-13T10:51:46.682489
4508e735-e3c8-4846-afa3-1ee616cfb29a,52a9aa8d-ac02-48d3-8b0b-054376762cae,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-13T10:51:33.919750
671f6db6-8f5b-4d1b-a331-ca7e2d327b20,52a9aa8d-ac02-48d3-8b0b-054376762cae,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-13T10:51:33.919749
a42d3635-ad3d-43a2-ac46-32aa689fc67d,52a9aa8d-ac02-48d3-8b0b-054376762cae,FTP Anonymous Login - 192.168.145.102:21,medium,"Anonymous FTP access allows anyone to access your public_ftp folder, allowing unidentified visitors to download (and possibly upload) files on your website. Anonymous FTP creates the potential for a s",,,"Review the vulnerability details and apply security patches.

References:
- https://tools.ietf.org/html/rfc2577",2026-05-13T10:51:33.919749
9442d4f1-3da0-4614-8dba-409af4984422,52a9aa8d-ac02-48d3-8b0b-054376762cae,PostgreSQL List Users - 192.168.145.102:5432,high,"List users from Postgresql Database.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-list-us",2026-05-13T10:51:33.919748
bf0b54d4-c916-4274-a5c7-99c1052f068c,52a9aa8d-ac02-48d3-8b0b-054376762cae,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-13T10:51:33.919748
655bf22b-177d-43b3-b19c-e533654160fb,52a9aa8d-ac02-48d3-8b0b-054376762cae,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-13T10:51:33.919747
bc990966-c2e0-4aca-85af-acf999f534d9,52a9aa8d-ac02-48d3-8b0b-054376762cae,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-13T10:51:33.919746
e00f4ec5-1ab9-4459-8c0c-84494f2227e8,52a9aa8d-ac02-48d3-8b0b-054376762cae,Postgresql Version - Detect - 192.168.145.102:5432,high,"Detect Postgresql Version.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-version",2026-05-13T10:51:33.919746
0204eff2-a887-470c-9411-4a5bfc224007,52a9aa8d-ac02-48d3-8b0b-054376762cae,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-13T10:51:33.919745
445400ff-6d4e-4918-9652-87b60773f46b,52a9aa8d-ac02-48d3-8b0b-054376762cae,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-13T10:51:33.919745
68d09e03-47d0-4696-a5e6-efad6949928d,52a9aa8d-ac02-48d3-8b0b-054376762cae,Postgres - Default Logins - 192.168.145.102:5432,high,"Postgres service was accessed with easily guessed credentials.
",,,Review the vulnerability details and apply security patches.,2026-05-13T10:51:33.919744
2850e367-2fc5-42a5-8e44-ccbaf9cb4e6a,52a9aa8d-ac02-48d3-8b0b-054376762cae,PostgreSQL List Password Hashes - 192.168.145.102:5432,high,"Dump password hashes in use within a PostgreSQL database.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-list-pa",2026-05-13T10:51:33.919744
13ebb56d-fef2-4d99-af07-343c5f52c5d2,52a9aa8d-ac02-48d3-8b0b-054376762cae,vsftpd < 3.0.3 - DoS - 192.168.145.102:21,high,"vsftpd before 3.0.3 allows remote attackers to cause a denial of service by sending a crafted FTP command.


CVE IDs: cve-2021-30047",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/kuppamjohari/vsftpd-3.0.3-dos",2026-05-13T10:51:33.919743
820622f8-9a32-4169-b1c0-e80157b43a31,52a9aa8d-ac02-48d3-8b0b-054376762cae,SSH Weak Algorithms Supported - 192.168.145.102:22,medium,SSH weak algorithms are outdated cryptographic methods that pose security risks. Identifying and disabling these vulnerable algorithms is crucial for enhancing the overall security of SSH connections.,,,"Review the vulnerability details and apply security patches.

References:
- https://www.tenable.com/plugins/nessus/90317",2026-05-13T10:51:33.919743
0ec681c1-6fa8-4f2e-b81e-5d6c3c13cc39,52a9aa8d-ac02-48d3-8b0b-054376762cae,Postgresql Default Database - Enumeration - 192.168.145.102:5432,high,"postgres is the default database you will connect to before you have created any other databases.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-databas",2026-05-13T10:51:33.919742
d4675243-b868-4048-a42e-901e74ad5a8a,52a9aa8d-ac02-48d3-8b0b-054376762cae,Postgresql Default Database - Enumeration - 192.168.145.102:5432,high,"postgres is the default database you will connect to before you have created any other databases.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-databas",2026-05-13T10:51:33.919742
d63be600-71dd-428d-98cb-bb30a37b6f9e,52a9aa8d-ac02-48d3-8b0b-054376762cae,vsftpd <= 3.0.2 - Access Restriction Bypass - 192.168.145.102:21,medium,"vsftpd 3.0.2 and earlier contain a vulnerability that allows remote attackers to bypass access restrictions due to improper parsing of the deny_file configuration directive.


CVE IDs: cve-2015-1419",,,Review the vulnerability details and apply security patches.,2026-05-13T10:51:33.919741
14713b4a-6019-411f-bc29-d84de4f74597,52a9aa8d-ac02-48d3-8b0b-054376762cae,PostgreSQL File Read - 192.168.145.102:5432,high,"Read and list the files within the PostgreSQL database,
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-file-re",2026-05-13T10:51:33.919740
fd4c729c-066c-42e0-ba41-0e2669f70651,52a9aa8d-ac02-48d3-8b0b-054376762cae,Distccd v1 - Remote Code Execution - 192.168.145.102:3632,high,"distcc 2.x, as used in XCode 1.5 and others, when not configured to restrict access to the server port, allows remote attackers to execute arbitrary commands via compilation jobs, which are executed b",,,"Review the vulnerability details and apply security patches.

References:
- http://distcc.samba.org/security.html
- http://lists.samba.org/archive/distcc/2004q3/002550.html
- http://lists.samba.org/ar",2026-05-13T10:51:33.919740
3601ceb0-4707-4dcf-a0a3-250499a18681,52a9aa8d-ac02-48d3-8b0b-054376762cae,PostgreSQL List Database - 192.168.145.102:5432,high,"A single Postgres server process can manage multiple databases at the same time. Each database is stored as a separate set of files in its own directory within the server’s data directory.
",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/swisskyrepo/payloadsallthethings/blob/master/sql%20injection/postgresql%20injection.md#postgresql-list-pa",2026-05-13T10:51:33.919738
24267753-26ba-47c7-8c39-9feda194169d,52a9aa8d-ac02-48d3-8b0b-054376762cae,VSFTPD 2.3.4 - Backdoor Command Execution - 192.168.145.102:6200,critical,VSFTPD v2.3.4 had a serious backdoor vulnerability allowing attackers to execute arbitrary commands on the server with root-level access. The backdoor was triggered by a specific string of characters ,,,"Review the vulnerability details and apply security patches.

References:
- https://www.rapid7.com/db/modules/exploit/unix/ftp/vsftpd_234_backdoor/
- https://www.exploit-db.com/exploits/49757
- http:/",2026-05-13T10:51:33.919738
5f6bcb1d-41d3-4934-8891-87627c7f57bb,52a9aa8d-ac02-48d3-8b0b-054376762cae,PHP CGI v5.3.12/5.4.2 Remote Code Execution - http://192.168.145.102/index.php?-d+allow_url_include%3don+-d+auto_prepend_file%3dphp%3a//input,high,"sapi/cgi/cgi_main.c in PHP before 5.3.12 and 5.4.x before 5.4.2, when configured as a CGI script (aka php-cgi), does not properly handle query strings that lack an = (equals sign) character, which all",,,"Review the vulnerability details and apply security patches.

References:
- https://github.com/vulhub/vulhub/tree/master/php/cve-2012-1823
- https://nvd.nist.gov/vuln/detail/cve-2012-1823
- https://bu",2026-05-13T10:51:33.919734
7c7811ea-606c-4711-9c25-67e90519cd82,1b05ba61-560f-4048-bb61-22a1516ab849,Open port 80/tcp on 192.168.145.102,medium,Port 80/tcp is open running http (Apache httpd 2.2.8),,,Review if port 80 needs to be exposed. Consider firewall rules.,2026-05-13T10:49:36.322558
c8eef721-c4c8-42c6-b104-1cf789dea5a2,cf8eb6dc-53fa-43ad-96d0-2a47d745259f,Open port 636/tcp on 192.168.145.10,low,Port 636/tcp is open running tcpwrapped,,,Review if port 636 needs to be exposed. Consider firewall rules.,2026-05-13T10:27:11.974289
1cfe5990-7577-44de-9b6f-7f80869ed7ac,cf8eb6dc-53fa-43ad-96d0-2a47d745259f,Open port 593/tcp on 192.168.145.10,low,Port 593/tcp is open running ncacn_http (Microsoft Windows RPC over HTTP 1.0),,,Review if port 593 needs to be exposed. Consider firewall rules.,2026-05-13T10:27:11.974289
558eb995-7ad9-40aa-a7c8-d00056571fbf,cf8eb6dc-53fa-43ad-96d0-2a47d745259f,Open port 445/tcp on 192.168.145.10,high,Port 445/tcp is open running microsoft-ds,,,Review if port 445 needs to be exposed. Consider firewall rules.,2026-05-13T10:27:11.974288
435ae47d-0087-4753-9de3-2d104b06e6ba,cf8eb6dc-53fa-43ad-96d0-2a47d745259f,Open port 464/tcp on 192.168.145.10,low,Port 464/tcp is open running kpasswd5,,,Review if port 464 needs to be exposed. Consider firewall rules.,2026-05-13T10:27:11.974288
03c16d64-10f9-4ee7-bc9a-ff8503a8b284,cf8eb6dc-53fa-43ad-96d0-2a47d745259f,Open port 389/tcp on 192.168.145.10,low,Port 389/tcp is open running ldap (Microsoft Windows Active Directory LDAP),,,Review if port 389 needs to be exposed. Consider firewall rules.,2026-05-13T10:27:11.974287
24bc75d6-a16f-42a2-b31d-3a9c82c3c87a,cf8eb6dc-53fa-43ad-96d0-2a47d745259f,Open port 139/tcp on 192.168.145.10,high,Port 139/tcp is open running netbios-ssn (Microsoft Windows netbios-ssn),,,Review if port 139 needs to be exposed. Consider firewall rules.,2026-05-13T10:27:11.974286
73cc889d-852a-4406-b71c-656208f7956c,cf8eb6dc-53fa-43ad-96d0-2a47d745259f,Open port 135/tcp on 192.168.145.10,low,Port 135/tcp is open running msrpc (Microsoft Windows RPC),,,Review if port 135 needs to be exposed. Consider firewall rules.,2026-05-13T10:27:11.974286
af2e0604-65cc-497a-bc77-681c094d4285,cf8eb6dc-53fa-43ad-96d0-2a47d745259f,Open port 88/tcp on 192.168.145.10,low,Port 88/tcp is open running kerberos-sec (Microsoft Windows Kerberos),,,Review if port 88 needs to be exposed. Consider firewall rules.,2026-05-13T10:27:11.974285
2d7355d3-f7f7-4e0a-b92e-d958bd5296d3,cf8eb6dc-53fa-43ad-96d0-2a47d745259f,Open port 53/tcp on 192.168.145.10,low,Port 53/tcp is open running domain (Simple DNS Plus),,,Review if port 53 needs to be exposed. Consider firewall rules.,2026-05-13T10:27:11.974281
0b42a488-9403-4737-be23-6ce62625a965,d19e97f8-eaec-42c0-9dcb-6ef05c2b94ae,Open port 514/tcp on 192.168.145.102,low,Port 514/tcp is open running tcpwrapped,,,Review if port 514 needs to be exposed. Consider firewall rules.,2026-05-13T10:26:09.364395
4ebd6599-9914-4ef4-a0ad-4166c4284920,d19e97f8-eaec-42c0-9dcb-6ef05c2b94ae,Open port 513/tcp on 192.168.145.102,low,Port 513/tcp is open running login (OpenBSD or Solaris rlogind),,,Review if port 513 needs to be exposed. Consider firewall rules.,2026-05-13T10:26:09.364394
948fb328-2b79-4420-b3b9-fb44d9d24a68,d19e97f8-eaec-42c0-9dcb-6ef05c2b94ae,Open port 512/tcp on 192.168.145.102,low,Port 512/tcp is open running exec (netkit-rsh rexecd),,,Review if port 512 needs to be exposed. Consider firewall rules.,2026-05-13T10:26:09.364394
277bdddd-1455-4439-8cfd-75b3b0a58c54,d19e97f8-eaec-42c0-9dcb-6ef05c2b94ae,Open port 139/tcp on 192.168.145.102,high,Port 139/tcp is open running netbios-ssn (Samba smbd 3.X - 4.X),,,Review if port 139 needs to be exposed. Consider firewall rules.,2026-05-13T10:26:09.364393
fcecde31-96d9-456b-99c2-2b9ce95c17f5,d19e97f8-eaec-42c0-9dcb-6ef05c2b94ae,Open port 445/tcp on 192.168.145.102,high,Port 445/tcp is open running netbios-ssn (Samba smbd 3.X - 4.X),,,Review if port 445 needs to be exposed. Consider firewall rules.,2026-05-13T10:26:09.364393
ba05e138-8adc-4ed7-9dd7-f551d674b893,d19e97f8-eaec-42c0-9dcb-6ef05c2b94ae,Open port 111/tcp on 192.168.145.102,low,Port 111/tcp is open running rpcbind,,,Review if port 111 needs to be exposed. Consider firewall rules.,2026-05-13T10:26:09.364392
41f652df-3378-4114-84d4-8847e8e09a78,d19e97f8-eaec-42c0-9dcb-6ef05c2b94ae,Open port 80/tcp on 192.168.145.102,medium,Port 80/tcp is open running http (Apache httpd 2.2.8),,,Review if port 80 needs to be exposed. Consider firewall rules.,2026-05-13T10:26:09.364392
5ba62e17-406d-4338-b49f-d2951e9005fe,d19e97f8-eaec-42c0-9dcb-6ef05c2b94ae,Open port 25/tcp on 192.168.145.102,low,Port 25/tcp is open running smtp (Postfix smtpd),,,Review if port 25 needs to be exposed. Consider firewall rules.,2026-05-13T10:26:09.364391
58e34e29-8dd6-4392-92eb-f4bcc4a1b47b,d19e97f8-eaec-42c0-9dcb-6ef05c2b94ae,Open port 53/tcp on 192.168.145.102,low,Port 53/tcp is open running domain (ISC BIND 9.4.2),,,Review if port 53 needs to be exposed. Consider firewall rules.,2026-05-13T10:26:09.364391
32de5ae7-6f5e-45c3-b31f-f5facaa35541,d19e97f8-eaec-42c0-9dcb-6ef05c2b94ae,Open port 23/tcp on 192.168.145.102,high,Port 23/tcp is open running telnet (Linux telnetd),,,Review if port 23 needs to be exposed. Consider firewall rules.,2026-05-13T10:26:09.364389
a1af9fb1-93cd-419f-a415-3ad69f311fb4,d19e97f8-eaec-42c0-9dcb-6ef05c2b94ae,Open port 22/tcp on 192.168.145.102,high,Port 22/tcp is open running ssh (OpenSSH 4.7p1 Debian 8ubuntu1),,,Review if port 22 needs to be exposed. Consider firewall rules.,2026-05-13T10:26:09.364388
a86aed63-524d-46d9-b6ca-9c1b2607cf1f,d19e97f8-eaec-42c0-9dcb-6ef05c2b94ae,Open port 21/tcp on 192.168.145.102,high,Port 21/tcp is open running ftp (vsftpd 2.3.4),,,Review if port 21 needs to be exposed. Consider firewall rules.,2026-05-13T10:26:09.364385
0c0d42a8-e35f-4cf5-9f21-23c97fd72c85,f5508c91-a809-4a55-9ae6-01c842931f01,Open port 514/tcp on 192.168.145.102,low,Port 514/tcp is open running tcpwrapped,,,Review if port 514 needs to be exposed. Consider firewall rules.,2026-05-12T13:56:04.773611
cba8b981-0080-4f80-b87d-af05152baa85,f5508c91-a809-4a55-9ae6-01c842931f01,Open port 513/tcp on 192.168.145.102,low,Port 513/tcp is open running login,,,Review if port 513 needs to be exposed. Consider firewall rules.,2026-05-12T13:56:04.773611
7e516d25-e70e-49cd-a998-bae76ef8c8a5,f5508c91-a809-4a55-9ae6-01c842931f01,Open port 445/tcp on 192.168.145.102,high,Port 445/tcp is open running netbios-ssn (Samba smbd 3.X - 4.X),,,Review if port 445 needs to be exposed. Consider firewall rules.,2026-05-12T13:56:04.773610
9020b56e-c96f-4654-9328-b50cd113a51d,f5508c91-a809-4a55-9ae6-01c842931f01,Open port 512/tcp on 192.168.145.102,low,Port 512/tcp is open running exec (netkit-rsh rexecd),,,Review if port 512 needs to be exposed. Consider firewall rules.,2026-05-12T13:56:04.773610
7f572306-204a-436b-8094-dda2b29abb47,f5508c91-a809-4a55-9ae6-01c842931f01,Open port 139/tcp on 192.168.145.102,high,Port 139/tcp is open running netbios-ssn (Samba smbd 3.X - 4.X),,,Review if port 139 needs to be exposed. Consider firewall rules.,2026-05-12T13:56:04.773609
1d8c29b1-fd36-41b1-bda3-050bd46e1111,f5508c91-a809-4a55-9ae6-01c842931f01,Open port 80/tcp on 192.168.145.102,medium,Port 80/tcp is open running http (Apache httpd 2.2.8),,,Review if port 80 needs to be exposed. Consider firewall rules.,2026-05-12T13:56:04.773608
a5db6f17-23a7-4758-aa09-08663d09c0be,f5508c91-a809-4a55-9ae6-01c842931f01,Open port 111/tcp on 192.168.145.102,low,Port 111/tcp is open running rpcbind,,,Review if port 111 needs to be exposed. Consider firewall rules.,2026-05-12T13:56:04.773608
05b684d8-c0f8-4779-ba90-ebc185407e51,f5508c91-a809-4a55-9ae6-01c842931f01,Open port 53/tcp on 192.168.145.102,low,Port 53/tcp is open running domain (ISC BIND 9.4.2),,,Review if port 53 needs to be exposed. Consider firewall rules.,2026-05-12T13:56:04.773607
821d890d-622a-4f1e-93b2-d05fe388d211,f5508c91-a809-4a55-9ae6-01c842931f01,Open port 23/tcp on 192.168.145.102,high,Port 23/tcp is open running telnet (Linux telnetd),,,Review if port 23 needs to be exposed. Consider firewall rules.,2026-05-12T13:56:04.773606
66b23bdd-aca5-4d34-8448-5c0b08c3b617,f5508c91-a809-4a55-9ae6-01c842931f01,Open port 25/tcp on 192.168.145.102,low,Port 25/tcp is open running smtp (Postfix smtpd),,,Review if port 25 needs to be exposed. Consider firewall rules.,2026-05-12T13:56:04.773606
2e1cfa0e-4799-42f2-841c-1af15ec6796a,f5508c91-a809-4a55-9ae6-01c842931f01,Open port 22/tcp on 192.168.145.102,high,Port 22/tcp is open running ssh (OpenSSH 4.7p1 Debian 8ubuntu1),,,Review if port 22 needs to be exposed. Consider firewall rules.,2026-05-12T13:56:04.773605
f2356617-b8bb-4d26-bd20-7a7015a01299,f5508c91-a809-4a55-9ae6-01c842931f01,Open port 21/tcp on 192.168.145.102,high,Port 21/tcp is open running ftp (vsftpd 2.3.4),,,Review if port 21 needs to be exposed. Consider firewall rules.,2026-05-12T13:56:04.773602
a421b282-b8d2-4c9c-bba1-a9375cddd901,2868c50c-94fb-41b0-920d-373a60541729,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-12T13:51:44.991616
dc7c47a3-d061-421c-9613-6282ce177086,2868c50c-94fb-41b0-920d-373a60541729,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-12T13:51:44.991615
e2c4ff1b-0a41-40b8-b5b6-2a2aaf714577,2868c50c-94fb-41b0-920d-373a60541729,FTP Service - Credential Weakness - 192.168.145.102:21,high,An FTP service was accessed with easily guessed credentials.,,,"Review the vulnerability details and apply security patches.

References:
- https://docs.microsoft.com/en-us/iis/configuration/system.applicationhost/sites/sitedefaults/ftpserver/security/authenticati",2026-05-12T13:51:44.991615
c551938f-2ce1-4bd2-9d6b-14a67a0cbf16,2868c50c-94fb-41b0-920d-373a60541729,FTP Anonymous Login - 192.168.145.102:21,medium,"Anonymous FTP access allows anyone to access your public_ftp folder, allowing unidentified visitors to download (and possibly upload) files on your website. Anonymous FTP creates the potential for a s",,,"Review the vulnerability details and apply security patches.

References:
- https://tools.ietf.org/html/rfc2577",2026-05-12T13:51:44.991614
